source_group,clean_name,occurrences,sample_raw_name,suggested_category,suggested_country_code,suggested_country_name,suggested_logo_url,match_reason,match_score,matched_id,matched_name,matched_country,matched_country_name,matched_categories,matched_website,override_category,override_country_code,override_logo_url,override_tvg_id,override_matched_name,override_matched_country,override_website,notes
United Kingdom,HGTV,1,HGTV .b,Yasam,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,HI IMPACT TV,1,HI-IMPACT TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,HILLSONG,1,HILLSONG .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,HISTORY 2,1,HISTORY 2 .s,Belgesel,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,HISTORY UK,1,HISTORY UK .b,Belgesel,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,HORROR CH PLUS 1,1,HORROR CH+1 .b,Film,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,HORROR CHANNEL BACKUP,1,HORROR CHANNEL (BACKUP) .b,Film,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,IDEAL EXTRA,1,IDEAL EXTRA .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,INSPIRATION TV,1,INSPIRATION TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ION TV,1,ION TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,IQRA TV,1,IQRA TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ISLAM CHANNEL,1,ISLAM CHANNEL .b,Dini,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ISLAM TV,1,ISLAM TV .b,Dini,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ITV 2,1,ITV 2 .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ITV 3,1,ITV 3 .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ITV 4,1,ITV 4 .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ITV 4 PLUS 1,1,ITV 4 +1 .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ITV WALES,1,ITV WALES .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ITV2,1,ITV2 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ITV2 PLUS 1,1,ITV2+1 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ITV3,1,ITV3 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ITV3 PLUS 1,1,ITV3+1 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ITV4,1,ITV4 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
